Poet,Title,Poem
MELVIN B. TOLSON,"The Shipwright
","Down in the shipyard, day and night,
            The Galahads of the dock,
    Hard as the sinews of basin rock,
            Build an ocean cosmopolite.
 
    The rivets stab and the hammers bite
    Into the beams and plates of steel
    Of the Diesel heart and the belly keel.
 
                                  We,
The workers of the world strike catholic notes
On woods and irons, wring from brassy throats
                         Epics of industry.
 
                             Day and night
                        The diapason puts
              The bent-winged gulls to flight
  And shakes the harbor and quakes the ground
  And leaps at the suns like Prometheus bound.
 
  Our matrix shapes our citizen of the world
  To cross the churning mountains of the sea,
       Nor fashions a canoe to sail a lake
                        In cool felicity.
"
MELVIN B. TOLSON,"A Song for Myself
","I judge
                                               My soul
                                               Eagle
                                               Nor mole:
                                               A man
                                               Is what
                                               He saves
                                               From rot.
                                                
                                               The corn
                                               Will fat
                                               A hog
                                               Or rat:
                                               Are these
                                               Dry bones
                                               A hut’s
                                               Or throne’s?
                                                
                                               Who filled
                                               The moat
                                               ’Twixt sheep
                                               And goat?
                                               Let Death,
                                               The twin
                                               of Life,
                                               Slip in?
                                                
                                               Prophets
                                               Arise,
                                               Mask-hid,
                                               Unwise,
                                               Divide
                                               The earth
                                               By class
                                               and birth.
                                                
                                               Caesars
                                               Without,
                                               The People
                                               Shall rout;
                                               Caesars
                                               Within,
                                               Crush flat
                                               As tin.
                                                
                                               Who makes
                                               A noose
                                               Envies
                                               The goose.
                                               Who digs
                                               A pit
                                               Dices
                                               For it.
                                                
                                               Shall tears
                                               Be shed
                                               For those
                                               Whose bread
                                               Is thieved
                                               Headlong?
                                               Tears right
                                               No wrong.
                                                
                                               Prophets
                                               Shall teach
                                               The meek
                                               To reach.
                                               Leave not
                                               To God
                                               The boot
                                               And rod.
                                                
                                               The straight
                                               Lines curve?
                                               Failure
                                               Of nerve?
                                               Blind-spots
                                               Assail?
                                               Times have
                                               Their Braille.
                                                
                                               If hue
                                               Of skin
                                               Trademark
                                               A sin,
                                               Blame not
                                               The make
                                               For God's
                                               Mistake.
                                                
                                               Since flesh
                                               And bone
                                               Turn dust
                                               And stone,
                                               With life
                                               So brief,
                                               Why add
                                               To grief?
                                                
                                               I sift
                                               The chaff
                                               From wheat
                                               and laugh.
                                               No curse
                                               Can stop
                                               The tick
                                               Of clock.
                                                
                                               Those who
                                               Wall in
                                               Themselves
                                               And grin
                                               Commit
                                               Incest
                                               And spawn
                                               A pest.
                                                
                                               What’s writ
                                               In vice
                                               Is writ
                                               In ice.
                                               The truth
                                               Is not
                                               Of fruits
                                               That rot.
                                                
                                               A sponge,
                                               The mind
                                               Soaks in
                                               The kind
                                               Of stuff
                                               That fate’s
                                               Milieu
                                               Dictates.
                                                
                                               Jesus,
                                               Mozart,
                                               Shakespeare,
                                               Descartes,
                                               Lenin,
                                               Chladni,
                                               Have lodged
                                               With me.
                                                
                                               I snatch
                                               From hooks
                                               The meat
                                               Of books.
                                               I seek
                                               Frontiers,
                                               Not worlds
                                               On biers.
                                                
                                               The snake
                                               Entoils
                                               The pig
                                               With coils.
                                               The pig’s
                                               Skewed wail
                                               Does not
                                               Prevail.
                                                
                                               Old men
                                               Grow worse
                                               With prayer
                                               Or curse:
                                               Their staffs
                                               Thwack youth
                                               Starved thin
                                               For truth.
                                                
                                               Today
                                               The Few
                                               Yield poets
                                               Their due;
                                               Tomorrow
                                               The Mass
                                               Judgment
                                               Shall pass.
                                                
                                               I harbor
                                               One fear
                                               If death
                                               Crouch near:
                                               Does my
                                               Creed span
                                               The Gulf
                                               Of Man?
                                                
                                               And when
                                               I go
                                               In calm
                                               Or blow
                                               From mice
                                               And men,
                                               Selah!
                                               What . . . then?"
MELVIN B. TOLSON,"The Town Fathers
","At the Courthouse Square
On the Fourth of July,
Beneath Old Glory’s
Pyrotechnic sky,
The town fathers met,
Minus Bible and rye.
 
Against the statue
Of Confederate dead
The Mayor spat
His snuff and said,
“We need a slogan!”
And he palmed his head.
 
The Sheriff’s idioms
Dynamited assent.
The Judge croaked a phrase
Latinistically bent.
And the Mayor pondered
With official intent.
 
On a neon billboard,
As high as a steeple,
The travelers puzzle
The amazing sequel:
The Blackest Land
And The Whitest People."
MELVIN B. TOLSON,"The Unknown Soldier
","I was a minuteman at Concord Bridge,
I was a frigate-gunner on Lake Erie,
I was a mortarman at Stony Ridge,
I fought at San Juan Hill and Château Thierry,
I braved Corregidor and the Arctic Sea:
The index finger brings democracy.
 
These States bred freedom in and in my bone—
Old as the new testament of Plymouth Bay.
When the Founding Fathers laid the Cornerstone
And rued the thirteen clocks that would not say
The hour on the hour, I nerved myself with them
Under the noose in the hand of the tyrant’s whim.
 
I’ve seen the alien ships of destiny
Plow the sea mountains between the hemispheres.
I’ve seen the Gulf Stream of our history
Littered with derelicts of corsair careers.
I’ve heard the watchman cry, “The bars! The bars!”
When midnight held the funeral of stars.
 
I saw horizontal States grow vertical,
From Plymouth Harbor to the Golden Gate,
Till wedged against skyscapes empyreal
Their glories elbowed the decrees of fate.
These States bred freedom in and in my bone:
I hymn their virtues and their sins atone.
 
The tares and wheat grow in the self-same field,
The rose and thorn companion on the bush,
The gold and gravel cuddle in the yield,
The oil and grit and dirt together gush.
The Gordian knot to be or not to be
Snares not the free.
 
My faith props the tomorrows, for I know
The roots of liberty, tough-fibered, feed
On the blood of tyrants and martyrs; the judas blow
Tortures the branches till they twist and bleed;
And yet no Caesar, vitamined on loot,
Can liberty uproot!
 
I am the Unknown Soldier: I open doors
To the Rights of Man, letters incarnadine.
These shrines of freedom are mine as well as yours;
These ashes of freemen yours as well as mine.
My troubled ghost shall haunt These States, nor cease
Till the global war becomes a global peace.
"
QUINCY TROUPE,"Poem for My Father
","for Quincy T. Trouppe Sr.
 

father, it was an honor to be there, in the dugout
with you, the glory of great black men swinging their lives
as bats, at tiny white balls
burning in at unbelievable speeds, riding up & in & out
a curve breaking down wicked, like a ball falling off a table
moving away, snaking down, screwing its stitched magic
into chitlin circuit air, its comma seams spinning
toward breakdown, dipping, like a hipster
bebopping a knee-dip stride, in the charlie parker forties
wrist curling, like a swan’s neck
behind a slick black back
cupping an invisible ball of dreams
 
& you there, father, regal, as an african, obeah man
sculpted out of wood, from a sacred tree, of no name, no place, origin
thick branches branching down, into cherokee & someplace else lost
way back in africa, the sap running dry
crossing from north carolina into georgia, inside grandmother mary’s
womb, where your mother had you in the violence of that red soil
ink blotter news, gone now, into blood graves
of american blues, sponging rococo
truth long gone as dinosaurs
the agent-oranged landscape of former names
absent of african polysyllables, dry husk, consonants there
now, in their place, names, flat, as polluted rivers
& that guitar string smile always snaking across
some virulent, american, redneck’s face
scorching, like atomic heat, mushrooming over nagasaki
& hiroshima, the fever blistered shadows of it all
inked, as etchings, into sizzled concrete
but you, there, father, through it all, a yardbird solo
riffing on bat & ball glory, breaking down the fabricated myths
of white major league legends, of who was better than who
beating them at their own crap
game, with killer bats, as bud powell swung his silence into beauty
of a josh gibson home run, skittering across piano keys of bleachers
shattering all manufactured legends up there in lights
struck out white knights, on the risky edge of amazement
awe, the miraculous truth sluicing through
steeped & disguised in the blues
confluencing, like the point at the cross
when a fastball hides itself up in a slider, curve
breaking down & away in a wicked, sly grin
curved & posed as an ass-scratching uncle tom, who
like old sachel paige delivering his famed hesitation pitch
before coming back with a hard, high, fast one, is slicker
sliding, & quicker than a professional hitman—
the deadliness of it all, the sudden strike
like that of the “brown bomber’s” crossing right
of sugar ray robinson’s, lightning, cobra bite
 
& you, there, father, through it all, catching rhythms
of chono pozo balls, drumming, like conga beats into your catcher’s mitt
hard & fast as “cool papa” bell jumping into bed
before the lights went out
 
of the old, negro baseball league, a promise, you were
father, a harbinger, of shock waves, soon come"
ANNE SPENCER,"At the Carnival
","Gay little Girl-of-the-Diving-Tank,
I desire a name for you,
Nice, as a right glove fits;
For you—who amid the malodorous
Mechanics of this unlovely thing,
Are darling of spirit and form.
I know you—a glance, and what you are
Sits-by-the-fire in my heart.
My Limousine-Lady knows you, or
Why does the slant-envy of her eye mark
Your straight air and radiant inclusive smile?
Guilt pins a fig-leaf; Innocence is its own adorning.
The bull-necked man knows you—this first time
His itching flesh sees form divine and vibrant health
And thinks not of his avocation.
I came incuriously—
Set on no diversion save that my mind
Might safely nurse its brood of misdeeds
In the presence of a blind crowd.
The color of life was gray.
Everywhere the setting seemed right
For my mood. Here the sausage and garlic booth
Sent unholy incense skyward;
There a quivering female-thing
Gestured assignations, and lied
To call it dancing;
There, too, were games of chance
With chances for none;
But oh! Girl-of-the-Tank, at last!
Gleaming Girl, how intimately pure and free
The gaze you send the crowd,
As though you know the dearth of beauty
In its sordid life.
We need you—my Limousine-Lady,
The bull-necked man and I.
Seeing you here brave and water-clean,
Leaven for the heavy ones of earth,
I am swift to feel that what makes
The plodder glad is good; and
Whatever is good is God.
The wonder is that you are here;
I have seen the queer in queer places,
But never before a heaven-fed
Naiad of the Carnival-Tank!
Little Diver, Destiny for you,
Like as for me, is shod in silence;
Years may seep into your soul
The bacilli of the usual and the expedient;
I implore Neptune to claim his child to-day!"
ANNE SPENCER,Dunbar,"Ah, how poets sing and die!
Make one song and Heaven takes it;
Have one heart and Beauty breaks it;
Chatterton, Shelley, Keats and I—
Ah, how poets sing and die!
"
ANNE SPENCER,Translation,"We trekked into a far country,
My friend and I.
Our deeper content was never spoken,
But each knew all the other said.
He told me how calm his soul was laid
By the lack of anvil and strife.
“The wooing kestrel,” I said, “mutes his mating-note
To please the harmony of this sweet silence.”
And when at the day’s end
We laid tired bodies ’gainst
The loose warm sands,
And the air fleeced its particles for a coverlet;
When star after star came out
To guard their lovers in oblivion—
My soul so leapt that my evening prayer
Stole my morning song!"
ANNE SPENCER,"The Wife-Woman
","Maker-of-sevens in the scheme of things
From earth to star;
Thy cycle holds whatever is fate, and
Over the border the bar.
Though rank and fierce the mariner
Sailing the seven seas,
He prays, as he holds his glass to his eyes,
Coaxing the Pleiades.
 
I cannot love them; and I feel your glad
Chiding from the grave,
That my all was only worth at all, what
Joy to you it gave.
These seven links the Law compelled
For the human chain—
I cannot love them; and you, oh,
Seven-fold months in Flanders slain!
 
A jungle there, a cave here, bred six
And a million years,
Sure and strong, mate for mate, such
Love as culture fears;
I gave you clear the oil and wine;
You saved me your hob and hearth—
See how even life may be ere the
Sickle comes and leaves a swath.
 
But I can wait the seven of moons,
Or years I spare,
Hoarding the heart’s plenty, nor spend
A drop, nor share—
So long but outlives a smile and
A silken gown;
Then gaily I reach up from my shroud,
And you, glory-clad, reach down."
WANDA COLEMAN,"About God & Things
","          1
i want to have your child
cuz upon losing you
i’ll have more than memory
            more than ache
            more than greatness
i’ll have laughter

i do not mean to be fatalistic
know the limits put on you black man
me, black woman

when you are killed or imprisoned
desert or separate from me
i’ll continue
fill the void of your absence with
love between me and ours

gods

              2
you love me
in your eyes. don’t say it loud
pain
america will never let you

              3
you’re home. it’s a surprise
you’ve made it thru another day
one more night in your arms
to fuck

merge our bodies merge
give
wealth/freedom
congress cannot legislate away

              4
eyes wide as suns inquire
where’s daddy?

he’s gone away

i love my daddy

i smile
he’s a good man

eyes wide as suns
burn my hand with a kiss
go outside to play in the streets

god
what god is about"
WANDA COLEMAN,"American Sonnets: 91
","he gates of mercy slammed on the right foot.
they would not permit return and bent
a wing. there was no choice but
to learn to boogaloo. those horrid days
were not without their pleasure, learning
to swear and wearing mock leather so tight
eyes bulged, a stolen puff or two
behind crack-broken backs and tickled palms
in hallways dark, flirtations during choir practice
as the body organized itself against the will
(a mystic gone ballistic, not home but blood
on the range) as one descended on this effed-up
breeding hole of greeds—to suffer chronic seeings

was’t hunger or holiness spurred the sighting?"
WANDA COLEMAN,"February 11th 1990
","            —for Dennis Brutus

This year the leaves turn red green black
freedom colors each leaf
each stitch of grass. I am amazed
at my sweet harvest. The prison door has opened
and a nation’s heart is released. I am full
having spent my greediness in a ritual of joy.
"
WANDA COLEMAN,"Ode for Donny Hathaway
","and then there are the one-hit zombies
cursed to an eternity of Monday nights

who runs our music does not make it
controls manufacture and marketing of rhythm
schemes on and fixes the charts. it’s polyphonic
from the dark of the chitlin to solid gold dawn
doublecrossed over

a love come down

after the plunge
sloshing around in limbo

that too sweet gospel splash
"
WANDA COLEMAN,"Requiem for a Nest 
","the winged thang built her dream palace
amid the fine green eyes of a sheltering bough
she did not know it was urban turf
disguised as serenely delusionally rural
nor did she know the neighborhood was rife
with slant-mawed felines and those long-taloned
swoopers of prey. she was ignorant of the acidity & oil
that slowly polluted the earth, and was never
to detect the serpent coiled one strong limb below

following her nature she flitted and dove
for whatever blades twigs and mud
could be found under the humming blue
and created a hatchery for her spawn
not knowing all were doomed
"
WANDA COLEMAN,"The Saturday Afternoon Blues
","can kill you
can fade your life away
friends are all out shopping
ain’t nobody home
suicide hotline is busy
and here i am on my own
with a pill and a bottle for company
and heart full of been done wrong
i’m a candidate for the coroner, a lyric for a song

saturday afternoons are killers
when the air is brisk and warm
ol’ sun he steady whispers
soon the life you know will be done
suicide line i can’t get you
best friend out of town
alone with a pill and a bottle
i drink my troubles down

the man i love is a killer
the man i love is  thief
the man i love is a junky
the man i love is grief

some call saturday the sabbath
it’s the bottom of the line some say
whether last or first, my heart’s gonna burst
and there ain’t no help my way
here with a pill and a bottle
and a life full of been done wrong
i’m a candidate for the coroner, a lyric
for a song"
WANDA COLEMAN,"A Stonehold
","the thief has made me a gift of his night’s booty

somewhere, a daughter discovers her mother’s coral
brooch missing, somewhere, a man recoils at the absence
of his gambling stash. somewhere, a miser rifles
over a vanished ransom in newly minted silver

all this to buy a hotbed of memories
to feed the children fresh-killed lies
to open all the locks on love

forever is a moment we hold in our stomachs

as he brushes the smudge of his kiss
across my lips, i smell the cologne of his fear
a robust and smoky aroma mingled
with the woody musk of courtrooms and the stench of
pain-paved alleyways

i take these things and promise to say mum"
ALICE MOORE DUNBAR-NELSON,"I Sit and Sew
","I sit and sew—a useless task it seems,
My hands grown tired, my head weighed down with dreams—
The panoply of war, the martial tred of men,
Grim-faced, stern-eyed, gazing beyond the ken
Of lesser souls, whose eyes have not seen Death,
Nor learned to hold their lives but as a breath—
But—I must sit and sew.

I sit and sew—my heart aches with desire—
That pageant terrible, that fiercely pouring fire
On wasted fields, and writhing grotesque things
Once men. My soul in pity flings
Appealing cries, yearning only to go
There in that holocaust of hell, those fields of woe—
But—I must sit and sew.

The little useless seam, the idle patch;
Why dream I here beneath my homely thatch,
When there they lie in sodden mud and rain,
Pitifully calling me, the quick ones and the slain?
You need me, Christ! It is no roseate dream
That beckons me—this pretty futile seam,
It stifles me—God, must I sit and sew?"
ALICE MOORE DUNBAR-NELSON,"The Idler
","An idle lingerer on the wayside's road,
  He gathers up his work and yawns away;
  A little longer, ere the tiresome load
  Shall be reduced to ashes or to clay.

  No matter if the world has marched along,
  And scorned his slowness as it quickly passed;
  No matter, if amid the busy throng,
  He greets some face, infantile at the last.

  His mission? Well, there is but one,
  And if it is a mission he knows it, nay,
  To be a happy idler, to lounge and sun,
  And dreaming, pass his long-drawn days away.

  So dreams he on, his happy life to pass
  Content, without ambitions painful sighs,
  Until the sands run down into the glass;
  He smiles—content—unmoved and dies.

  And yet, with all the pity that you feel
  For this poor mothling of that flame, the world;
  Are you the better for your desperate deal,
  When you, like him, into infinitude are hurled?"
ALICE MOORE DUNBAR-NELSON,"If I Had Known
","If I had known
  Two years ago how drear this life should be,
  And crowd upon itself allstrangely sad,
  Mayhap another song would burst from out my lips,
  Overflowing with the happiness of future hopes;
  Mayhap another throb than that of joy.
  Have stirred my soul into its inmost depths,
                    If I had known.

  If I had known,
  Two years ago the impotence of love,
  The vainness of a kiss, how barren a caress,
  Mayhap my soul to higher things have soarn,
  Nor clung to earthly loves and tender dreams,
  But ever up aloft into the blue empyrean,
  And there to master all the world of mind,
                    If I had known."
ALICE MOORE DUNBAR-NELSON,"The Lights at Carney’s Point
","O white little lights at Carney’s Point,
      You shine so clear o’er the Delaware;
When the moon rides high in the silver sky,
      Then you gleam, white gems on the Delaware.
Diamond circlet on a full white throat,
      You laugh your rays on a questioning boat;
Is it peace you dream in your flashing gleam,
      O’er the quiet flow of the Delaware?

And the lights grew dim at the water’s brim,
      For the smoke of the mills shredded slow between;
And the smoke was red, as is new bloodshed,
      And the lights went lurid ’neath the livid screen.

O red little lights at Carney’s Point,
      You glower so grim o’er the Delaware;
When the moon hides low sombrous clouds below,
      Then you glow like coals o’er the Delaware.
Blood red rubies on a throat of fire,
      You flash through the dusk of a funeral pyre;
And there hearth fires red whom you fear and dread
      O’er the turgid flow of the Delaware?

And the lights gleamed gold o’er the river cold,
      For the murk of the furnace shed a copper veil;
And the veil was grim at the great cloud’s brim,
      And the lights went molten, now hot, now pale.

O gold little lights at Carney’s Point,
     You gleam so proud o’er the Delaware;
When the moon grows wan in the eastering dawn,
      Then you sparkle gold points o’er the Delaware.
Aureate filagree on a Croesus’ brow,
      You hasten the dawn on a gray ship’s prow.
Light you streams of gold in the grim ship’s hold
      O’er the sullen flow of the Delaware?

And the lights went gray in the ash of day,
      For a quiet Aurora brought a halcyon balm;
And the sun laughed high in the infinite sky,
      And the lights were forgot in the sweet, sane calm."
ALICE MOORE DUNBAR-NELSON,"Sonnet
","I had not thought of violets late,
The wild, shy kind that spring beneath your feet
In wistful April days, when lovers mate
And wander through the fields in raptures sweet.
The thought of violets meant florists' shops,
And bows and pins, and perfumed papers fine;
And garish lights, and mincing little fops
And cabarets and soaps, and deadening wines.
So far from sweet real things my thoughts had strayed,
I had forgot wide fields; and clear brown streams;
The perfect loveliness that God has made,—
Wild violets shy and Heaven-mounting dreams.
And now—unwittingly, you've made me dream
Of violets, and my soul's forgotten gleam."
ALICE MOORE DUNBAR-NELSON,"To Madame Curie
","Oft have I thrilled at deeds of high emprise,
And yearned to venture into realms unknown,
Thrice blessed she, I deemed, whom God had shown
How to achieve great deeds in woman’s guise.
Yet what discov’ry by expectant eyes
Of foreign shores, could vision half the throne
Full gained by her, whose power fully grown
Exceeds the conquerors of th’ uncharted skies?
So would I be this woman whom the world
Avows its benefactor; nobler far,
Than Sybil, Joan, Sappho, or Egypt’s queen.
In the alembic forged her shafts and hurled
At pain, diseases, waging a humane war;
Greater than this achievement, none, I ween."
ALICE MOORE DUNBAR-NELSON,"To the Negro Farmers of the United States
","God washes clean the souls and hearts of you,
His favored ones, whose backs bend o’er the soil,
Which grudging gives to them requite for toil
In sober graces and in vision true.
God places in your hands the pow’r to do
A service sweet. Your gift supreme to foil
The bare-fanged wolves of hunger in the moil
Of Life’s activities. Yet all too few
Your glorious band, clean sprung from Nature’s heart;
The hope of hungry thousands, in whose breast
Dwells fear that you should fail. God placed no dart
Of war within your hands, but pow’r to start
Tears, praise, love, joy, enwoven in a crest
To crown you glorious, brave ones of the soil."
ALICE MOORE DUNBAR-NELSON,"You! Inez!
","Orange gleams athwart a crimson soul
Lambent flames; purple passion lurks
In your dusk eyes.
Red mouth; flower soft,
Your soul leaps up—and flashes
Star-like, white, flame-hot.
Curving arms, encircling a world of love,
You! Stirring the depths of passionate desire!"
 JAYNE CORTEZ,"Don't Ask/1980
","Don't ask me
who I'm speaking for
who I'm talking to
why I'm doing what I do in
the light of my existence

You rise you spit you brush you drink you
pee you shit you walk you run you work
you eat you belch you sleep you dream &
that's the way it is

In the morning
tap water tasted fishy
coffee sits in its
decaffeinated cup
caca & incense
have a floating romance
& a stale washcloth
will make you smell
doubly stale
so don't get kissed on the cheek
don't get licked on the neck

at 8 a.m.
the trains & buses are
packed with folks farting
their bread & butter farts
the gymnasium
is dominated
by the stench of
hot tennis shoes
& one in the locker room 
a few silly-talking
intellectual-looking
coke-drinking
cloth-dropping
paper-littering
spinach-pooting
smug arrogant women wait to
be waited on

& in another locker room
there are odors of
crotches & jock straps
bengay, tiger balm
& burning balls
sweat socks & sweat suits
of body-building
door-slamming
iron-pumping
phlegm-hawking men
all sour & steamy
& wrapped up together
in a swamp of
butt-popping towels
but don't let it
get you down
don't let it
psych you up

Outside the ledges are
loaded with pigeons
clouds are seeded with
homeless people &
lyricism of the afternoon
in a sub-proletarian madman
squatting & vomiting
from his bowels
a brown liquid of death
in front of your house

& it's not happening because of you 
those socks don't stink because of me
a bureaucrat is not a jerk because of us
I'm not this way because of them
you're not that way because of me
don't ask about influences

You rise you spit you brush you drink you
pee you shit you walk you run you work
you eat you belch you sleep you dream
& that's the way it is"
 JAYNE CORTEZ,"In the Morning
","Disguised in my mouth as a swampland
nailed to my teeth like a rising sun
you come out in the middle of fish-scales
you bleed into gourds wrapped with red ants
you syncopate the air with lungs like screams from yazoo
like X-rated tongues
and nickel-plated fingers of a raw ghost man
and somewhere stripped like a whirlwind
stripped for the shrine room
you sing to me through the side face of a black rooster

In the morning  in the morning  in the morning
all over my door like a rooster
in the morning  in the morning  in the morning

And studded in my kidneys like perforated hiccups
inflamed in my ribs like three hoops of thunder through a screw
a star-bent-bolt of quivering colons
you breathe into veiled rays and scented ice holes
you fire the space like a flare of embalmed pigeons
and palpitate with the worms and venom and wailing flanks
and somewhere inside this fever
inside this patinaed pubic and camouflaged slit
stooped forward on fangs
in rear of your face
you shake to me in the full crown of a black rooster

In the morning  in the morning  in the morning

Masquerading in my horn like a river
eclipsed to infantries of dentures  of diving spears
you enter broken mirrors through fragmented pipe spit
you pull into a shadow ring of magic jelly
you wear the sacrificial blood of nightfall
you lift the ceiling with my tropical slush dance
you slide and tremble with the reputation of an earthquake
and when i kick through walls
to shine like silver
when i shine like brass through crust in a compound
when i shine  shine  shine
you wail to me in the drum call of a black rooster

In the morning  in the morning  in the morning
gonna kill me a rooster
in the morning
early in the morning
way down in the morning
before the sun passes by
in the morning  in the morning  in the morning

In the morning
when the deep sea goes through a dog's bite
and you spit on the tip of your long knife
In the morning in the morning
when peroxide falls on a bed of broken glass
and the sun rises like a polyester ball of menses
in the morning
gonna firedance in the petro
in the morning
turn loose the blues in the funky jungle
in the morning
I said when you see the morning coming like
a two-headed twister
let it blow  let it blow
in the morning  in the morning
all swollen up like an ocean in the morning
early in the morning
before the cream dries in the bushes
in the morning

when you hear the rooster cry
cry rooster cry
in the morning  in the morning

I said
disguised in my mouth like a swampland
nailed to my teeth like a rising sun
you come out in the middle of fish-scales
you bleed into gourds wrapped with red ants
you syncopate the air with lungs like screams from yazoo
like X-rated tongues
and nickel-plated fingers of a raw ghost man
and somewhere stripped like a whirlwind
stripped for the shrine room
you sing to me through the side face of a black rooster

In the morning  in the morning  in the morning"
 JAYNE CORTEZ,"Nighttrains
","When i blow open green bottles
straight across hump of a frozen tongue

when i shove brown glass
through skull of a possum
and pass from my ears a baptism of red piss

when i cry from my butt like a jackal
and throw limbs of a dying mule into the river

when i spit venom from the head
burn codeine into a cosmetic paste
and grieve into a wax of dried bulls

when my mystical bunions jam eyes
into searching spit of a starving wolf
into cosmic lips like monkey genitals

And i receive my pickled turned skeleton of rusty chains
in the bodega
i receive a symbolic heart made of five middle fingers
in the bodega
i receive a teeth parade of yellow roses to leave the bodega
and cross the rio grande
onto the flatbead bones of a musty nighttrain

I say
to see me loosen jaws like a snake
to see me exhausted after a few strikes
to see me pay dirt to the ice hog
in my masai-pachuca-doo
squatting on a pillow of old zoot suits
squatting among the names and breeds
breaking down cheeks dotted
on this night train
and i say i dream of the 1943 riots
I say i dream in a hailstorm of riots
And i say riots dream into a mass of skins stooping
on flatbed bones of a funky nighttrain

And when i siphon sweat for fuel
from this patron saint of chronic diarrhea

When i turn this rubber face into a spotted puma
and take on the forceful winds of the prune pickers

When my laughter dominates the last seat
And i burn labor contracts into brown port caca

Then I approach in mother of pearl and human blood
in father of smoking and coughing throats
and in my jelly of coyote strings
who is to say what when i approach

I mean somewhere along the road in this cold cold chicken shit
somewhere along the road in this wasted body
​somewhere along the road eat stocks, bonds feathers
​somewhere along the road confiscate borders from wild dogs
​somewhere along the road shove them into the imperial valley
​somewhere along the road cry hard
and let this night train sink its
rundown rectum of electric chairs into heaven
and say fuck it

I see a way through the maroon glass of this milky way
I say i see a way through for the cradle of hulls
sticking through these indigo ankles
I see a way through
for these torn shoes stinking like dead cats
I see a way through for these blood-streaked legs
I say i see a way through
for these pus-riddled holes in their suction-cup lips
and when i pass through toothless combs coming from armpits
of the bodega
when i pass through bats on corkscrews coming
from the bodega
when i push my mortified flesh from this bodega
and walk with the mildew of an old zoot suit
walk tall in my mud-packed-masai-pachuca-doo
walk among the survivors from the musty nighttrains
fuck it
I say dreams are like riots
i say we dream in a hailstorm of riots
and I say riots dream into a mass of skins
coming from flatbed bones of the funky funky nighttrains"
 JAYNE CORTEZ,"The Oppressionists
","Art
what do the art
suppressors
care about art
they jump on bandwagons
wallow in press clips
& stink up the planet
with their
pornographic oppression
Art
what do they care about art
they go from being
contemporary baby kissers to
old time corrupt politicians
to self-appointed censorship clerks
who won't support art
but will support war
poverty
lung cancer
racism
colonialism
and toxic sludge
that's their morality
that's their religious conviction
that's their protection of the public
& contribution to family entertainment
what do they care about art
"
 JAYNE CORTEZ,"There It Is
","My friend
they don't care
if you're an individualist
a leftist  a rightist
a shithead or a snake
They will try to exploit you
absorb you  confine you
disconnect you  isolate you
or kill you

And you will disappear into your own rage
into your own insanity
into your own poverty
into a word a phrase a slogan a cartoon
and then ashes

The ruling class will tell you that
there is no ruling class
as they organize their liberal supporters into
white supremacist lynch mobs
organize their children into
ku klux klan gangs
organize their police into
killer cops
organize their propaganda into
a device to ossify us with angel dust
preoccupy us with western symbols in
african hair styles
inoculate us with hate
institutionalize us with ignorance
hypnotize us with a monotonous sound designed
to make us evade reality and stomp our lives away
And we are programmed to self-destruct
to fragment
to get buried under covert intelligence operations of
unintelligent committees impulsed toward death
And there it is

The enemies polishing their penises between
oil wells at the pentagon
the bulldozers leaping into demolition dances
the old folks dying of starvation
the informers wearing out shoes looking for crumbs
the life blood of the earth almost dead in
the greedy mouth of imperialism
And my friend
they don't care
if you're an individualist
a leftist  a rightist
a shithead or a snake

They will spray you with
a virus of legionnaire's disease
fill your nostrils with
the swine flu of their arrogance
stuff your body into a tampon of
toxic shock syndrome
try to pump all the resources of the world
into their own veins
and fly off into the wild blue yonder to
pollute another planet

And if we don't fight
if we don't resist
if we don't organize and unify and
get the power to control our own lives
Then we will wear
the exaggerated look of captivity
the stylized look of submission
the bizarre look of suicide
the dehumanized look of fear
and the decomposed look of repression
forever and ever and ever
And there it is"
 JAYNE CORTEZ,"These New York City Pigeons
","These New York City Pigeons
cooing in the air shaft
are responsible for me
stubbing my toe
spraining my ankle
and getting sick on ammonia fumes

That pigeon roosting on the clothesline
stole my nightgown
Those pigeons on the street lamp
made me feel foolish
while riding in a black car
completely splattered
with their grey & white poo poo

These New York City pigeons
are not calm like pigeons of Oxalá in Brazil
and do not croon like doves of Zimbabwe

New York City pigeons moan
strange    low    mournful    quivering cancer-like moans
mixed with
hungry hyena barks
& gulping loss of the forest cries

New York City pigeons
are not relaxed like
pigeons sunning at
Marcel Duchamp swimming pool in San Francisco

New York City pigeons are not happy like
pigeons standing on head of the woman
selling bananas on a street corner in Johannesburg

New York City pigeons
flap viral leather fungus dust from wings into faces
then sit on steps vocalizing & waiting
for the death of humankind

New York City pigeons
are not friendly like
pigeons eating flaky crescent-shaped rolls at
Hotel du Piémont in Paris

New York City pigeons
are not content
like pigeons
posing for photos on arms
of men in plaza of Caracas

New York City pigeons
will lounge on ledges
& murmur profanity all day
will fight for fucking space in
the mating season
shit on air conditioners
& wipe their asses on windows
while big cockroaches
suck Sucrets in the dark

New York City pigeons
are not alert
like pigeons
sitting quietly on bicycles
in peace memorial park of Hiroshima

New York City pigeons
roll their pearly eyes
inflate their throats
and defecate on the shoulders of pedestrians

New York City pigeons
have no love for crumb-throwing pigeon lovers
& no year of the pigeon is celebrated
at least
not for these New York City Pigeons"
